Wall time,Step,Value
1664787358.8378837,20001,-136.89698791503906
1664787395.0925906,30001,-44.801658630371094
1664787432.342556,40001,7.246566295623779
1664787470.5583737,50001,7.246566295623779
1664787509.0844848,60001,7.246566295623779
1664787547.518512,70001,7.515304088592529
1664787585.9388576,80001,19.029979705810547
1664787624.489472,90001,19.029979705810547
1664787663.0442092,100001,19.58844757080078
1664787701.543397,110001,29.84549331665039
1664787739.9703135,120001,33.31370544433594
1664787778.5782099,130001,39.92620849609375
1664787817.1821,140001,53.56112289428711
1664787855.8299475,150001,54.45197677612305
1664787894.3719356,160001,54.6206169128418
1664787933.500275,170001,60.605281829833984
1664787972.9261038,180001,60.605281829833984
1664788012.1241462,190001,65.23538208007812
1664788051.7241666,200001,75.6937484741211
1664788090.97944,210001,75.6937484741211
1664788129.4779208,220001,75.6937484741211
1664788168.2959785,230001,75.6937484741211
1664788207.1402946,240001,75.6937484741211
1664788246.0401673,250001,75.6937484741211
1664788284.9772575,260001,75.6937484741211
1664788324.1854038,270001,75.6937484741211
1664788363.071694,280001,82.58904266357422
1664788401.9867234,290001,82.58904266357422
1664788440.8323698,300001,82.58904266357422
1664788479.6865768,310001,82.58904266357422
1664788518.6240482,320001,94.4906997680664
1664788557.5304675,330001,116.6694107055664
1664788596.4802032,340001,116.6694107055664
1664788635.3343701,350001,122.94610595703125
1664788674.286243,360001,122.94610595703125
1664788713.210395,370001,122.94610595703125
1664788752.1581395,380001,122.94610595703125
1664788790.9736302,390001,122.94610595703125
1664788829.719045,400001,122.94610595703125
1664788868.5007563,410001,122.94610595703125
1664788907.2560186,420001,122.94610595703125
1664788945.9928522,430001,122.94610595703125
1664788984.4824288,440001,122.94610595703125
1664789022.3982022,450001,122.94610595703125
1664789060.1937199,460001,122.94610595703125
1664789098.0196743,470001,122.94610595703125
1664789135.8187382,480001,122.94610595703125
1664789170.4071236,490001,122.94610595703125
