Wall time,Step,Value
1664787388.445623,10001,-212.73374938964844
1664787420.8428268,20001,-116.33781433105469
1664787454.221918,30001,-14.76116943359375
1664787488.7625911,40001,8.123486518859863
1664787524.1793659,50001,8.993050575256348
1664787560.1706724,60001,16.65741729736328
1664787596.314708,70001,22.955883026123047
1664787632.450347,80001,31.901350021362305
1664787668.722314,90001,43.46723556518555
1664787704.6485794,100001,49.9013786315918
1664787740.4839864,110001,53.12013244628906
1664787776.4177077,120001,56.752288818359375
1664787812.6348534,130001,56.019046783447266
1664787848.5777068,140001,52.42543029785156
1664787884.8353958,150001,46.11368179321289
1664787921.008115,160001,52.14329528808594
1664787957.0014546,170001,71.21522521972656
1664787993.217549,180001,76.83506774902344
1664788029.4419732,190001,77.05901336669922
1664788065.3780954,200001,82.46467590332031
1664788101.455993,210001,94.48937225341797
1664788138.7197504,220001,91.43016815185547
1664788176.2045867,230001,83.65835571289062
1664788213.1156423,240001,81.29122924804688
1664788249.5169244,250001,73.64314270019531
1664788285.5626833,260001,104.34522247314453
1664788321.378536,270001,96.6888198852539
1664788357.1614044,280001,91.56558227539062
1664788393.022531,290001,87.60002136230469
1664788428.8016498,300001,86.43449401855469
1664788464.9540212,310001,87.8303451538086
1664788500.9539993,320001,98.72303009033203
1664788537.0191727,330001,90.58980560302734
1664788572.8863125,340001,79.27136993408203
1664788608.9415312,350001,86.38786315917969
1664788645.0514524,360001,93.54914093017578
1664788681.0717344,370001,95.6594467163086
1664788717.0968745,380001,67.25137329101562
1664788752.932008,390001,62.06783676147461
1664788788.910917,400001,95.22386932373047
1664788824.888556,410001,101.75596618652344
1664788860.8926704,420001,86.452392578125
1664788896.991642,430001,94.6355209350586
1664788932.9831796,440001,99.70257568359375
1664788968.8921456,450001,110.235107421875
1664789004.9158316,460001,101.16222381591797
1664789040.779862,470001,87.69705963134766
1664789076.2354035,480001,83.63493347167969
1664789111.8049,490001,103.16714477539062
