Wall time,Step,Value
1665266201.0429535,10001,-239.56393432617188
1665266224.1174393,20001,-195.69271850585938
1665266256.2267401,30001,-182.00457763671875
1665266301.5347893,40001,-179.14816284179688
1665266348.0531054,50001,-161.54185485839844
1665266393.6190453,60001,-160.33763122558594
1665266439.1150646,70001,-125.73432922363281
1665266484.1465325,80001,-94.6568832397461
1665266531.0556374,90001,-72.55870056152344
1665266576.4860198,100001,-42.85791015625
1665266622.485593,110001,-6.637499809265137
1665266667.6605442,120001,16.141897201538086
1665266713.4954283,130001,22.991683959960938
1665266758.4362466,140001,26.138120651245117
1665266805.9952922,150001,33.667320251464844
1665266853.2673888,160001,48.1573371887207
1665266899.48433,170001,43.3672981262207
1665266946.0173738,180001,38.3533821105957
1665266991.118838,190001,53.19453048706055
1665267037.12576,200001,60.98549270629883
1665267082.0629973,210001,72.2384262084961
1665267124.006889,220001,91.49772644042969
1665267168.945797,230001,98.09175872802734
1665267212.782877,240001,90.238037109375
1665267254.784855,250001,93.43917846679688
1665267297.7652287,260001,103.33556365966797
1665267340.9011464,270001,95.28630828857422
1665267383.0043192,280001,81.16089630126953
1665267425.077745,290001,73.00147247314453
1665267466.8269742,300001,70.15203857421875
1665267508.9174244,310001,62.5002326965332
1665267549.9465172,320001,65.64907836914062
1665267591.410992,330001,63.13587951660156
1665267632.9030588,340001,74.15990447998047
1665267675.01598,350001,86.61509704589844
1665267716.5409944,360001,104.0144271850586
1665267758.6190138,370001,109.59257507324219
1665267800.471437,380001,102.6455307006836
1665267841.574643,390001,116.50614166259766
1665267882.9448364,400001,104.02769470214844
1665267924.1369216,410001,108.59514617919922
1665267965.1886125,420001,115.93628692626953
1665268006.476361,430001,112.06608581542969
1665268048.13703,440001,119.41400146484375
1665268089.57042,450001,118.2294921875
1665268131.7629838,460001,116.88285827636719
1665268174.486738,470001,83.28854370117188
1665268216.6870828,480001,84.51311492919922
1665268259.606544,490001,91.37876892089844
