Wall time,Step,Value
1664787437.7862446,20001,-91.6590347290039
1664787472.7984753,30001,-24.426828384399414
1664787508.5474815,40001,13.584941864013672
1664787545.348861,50001,15.44506549835205
1664787582.474587,60001,15.44506549835205
1664787619.726609,70001,15.44506549835205
1664787656.7679117,80001,16.06378173828125
1664787693.8065684,90001,26.306550979614258
1664787730.9902945,100001,32.7745246887207
1664787768.1145387,110001,48.79811096191406
1664787805.1380982,120001,48.79811096191406
1664787842.1873806,130001,56.176597595214844
1664787879.2119462,140001,61.265384674072266
1664787916.579398,150001,62.25462341308594
1664787954.1797419,160001,66.95639038085938
1664787991.4589498,170001,66.95639038085938
1664788028.8371239,180001,72.510009765625
1664788066.3788538,190001,78.46589660644531
1664788103.9531326,200001,82.04271697998047
1664788142.2716038,210001,82.04271697998047
1664788180.478119,220001,82.04271697998047
1664788218.0269678,230001,82.04271697998047
1664788255.151895,240001,82.04271697998047
1664788292.2241623,250001,82.04271697998047
1664788329.1964238,260001,82.04271697998047
1664788366.3453805,270001,82.04271697998047
1664788403.2818632,280001,82.04271697998047
1664788440.1307538,290001,82.04271697998047
1664788477.0724137,300001,82.50853729248047
1664788514.0317204,310001,83.03617858886719
1664788550.8660414,320001,91.02828979492188
1664788587.80331,330001,91.02828979492188
1664788625.0964856,340001,91.02828979492188
1664788662.140812,350001,91.02828979492188
1664788699.0106921,360001,91.02828979492188
1664788735.7583365,370001,91.02828979492188
1664788772.8417535,380001,91.02828979492188
1664788809.7886624,390001,91.02828979492188
1664788846.603766,400001,91.02828979492188
1664788883.607413,410001,91.02828979492188
1664788920.5902297,420001,91.02828979492188
1664788957.3014762,430001,91.02828979492188
1664788994.0765667,440001,91.02828979492188
1664789030.9020805,450001,91.02828979492188
1664789067.5958788,460001,91.02828979492188
1664789104.3658142,470001,91.02828979492188
1664789137.49496,480001,91.02828979492188
1664789161.111312,490001,91.02828979492188
