Wall time,Step,Value
1665195563.5512044,10001,-234.3563995361328
1665195587.636646,20001,-196.12303161621094
1665195617.853747,30001,-175.4907684326172
1665195646.4374194,40001,-157.503662109375
1665195672.4464571,50001,-153.0146026611328
1665195700.6486459,60001,-147.8962860107422
1665195729.024929,70001,-133.84896850585938
1665195755.762555,80001,-104.56161499023438
1665195783.0699468,90001,-87.96514892578125
1665195809.0947707,100001,-82.05081939697266
1665195836.0948005,110001,-58.117435455322266
1665195860.6857755,120001,-24.141626358032227
1665195885.2394705,130001,15.280304908752441
1665195908.7581706,140001,34.84423065185547
1665195937.4324217,150001,41.32285690307617
1665195961.5120523,160001,60.111900329589844
1665195984.6805212,170001,75.29364013671875
1665196008.2569692,180001,75.0632095336914
1665196031.522608,190001,80.4951400756836
1665196056.44366,200001,59.89156723022461
1665196078.1581275,210001,58.496337890625
1665196100.084919,220001,59.443607330322266
1665196122.0238955,230001,86.27982330322266
1665196142.750882,240001,96.79938507080078
1665196164.8638654,250001,98.76921844482422
1665196187.6837153,260001,73.32437133789062
1665196208.8744724,270001,68.20552825927734
1665196230.0667868,280001,82.67021179199219
1665196250.505729,290001,96.30457305908203
1665196270.3470833,300001,106.77703857421875
1665196290.065907,310001,81.36510467529297
1665196309.929348,320001,96.21694946289062
1665196329.9161546,330001,130.6008758544922
1665196349.8503337,340001,127.634765625
1665196371.3365877,350001,119.01679992675781
1665196393.0181484,360001,121.03094482421875
1665196416.1356583,370001,128.5352020263672
1665196437.4961147,380001,148.68280029296875
1665196460.7659786,390001,166.70970153808594
1665196485.325991,400001,158.73501586914062
1665196506.6960812,410001,159.17691040039062
1665196526.372836,420001,172.31072998046875
1665196545.857213,430001,160.59188842773438
1665196565.894782,440001,136.31063842773438
1665196585.421786,450001,117.75946044921875
1665196604.7737405,460001,60.2911491394043
1665196624.284465,470001,69.70658111572266
1665196644.5086544,480001,76.8455581665039
1665196664.9672194,490001,26.496095657348633
