Wall time,Step,Value
1664787208.7821608,10001,-210.368408203125
1664787241.647578,20001,-105.36774444580078
1664787276.6532385,30001,-19.642621994018555
1664787312.62002,40001,14.9232759475708
1664787349.4488008,50001,8.055550575256348
1664787386.9398973,60001,-12.422813415527344
1664787424.6675615,70001,-8.245094299316406
1664787462.2922585,80001,14.660070419311523
1664787499.5073469,90001,33.33409881591797
1664787536.9741173,100001,48.982200622558594
1664787574.6407955,110001,52.72230529785156
1664787612.432193,120001,56.640838623046875
1664787649.9387777,130001,58.0088005065918
1664787687.4248104,140001,55.8372917175293
1664787725.1049955,150001,58.571327209472656
1664787762.6255116,160001,61.484642028808594
1664787800.273429,170001,72.2590103149414
1664787837.9981904,180001,84.46441650390625
1664787875.6828032,190001,83.98546600341797
1664787913.3051393,200001,83.19961547851562
1664787951.1366615,210001,79.52980041503906
1664787989.042011,220001,65.08145904541016
1664788026.8671582,230001,68.95697021484375
1664788064.8273277,240001,82.10093688964844
1664788102.622856,250001,80.67268371582031
1664788139.9697545,260001,68.18972778320312
1664788177.6490357,270001,66.43881225585938
1664788215.392172,280001,69.6356201171875
1664788252.857861,290001,60.27894973754883
1664788290.2140503,300001,19.8869686126709
1664788327.4859388,310001,46.713626861572266
1664788364.9288726,320001,57.81740188598633
1664788402.456177,330001,28.43817901611328
1664788440.4699984,340001,24.903993606567383
1664788478.0237474,350001,-8.325661659240723
1664788515.7206872,360001,-29.448570251464844
1664788553.0771866,370001,-108.82975769042969
1664788590.6596866,380001,-120.89205169677734
1664788628.04104,390001,-105.86260986328125
1664788665.3271034,400001,-143.69683837890625
1664788702.6873147,410001,-133.73709106445312
1664788740.367141,420001,-71.29365539550781
1664788777.6999612,430001,-74.4272232055664
1664788815.2395692,440001,-78.70209503173828
1664788852.5173054,450001,0.14317534863948822
1664788889.800288,460001,3.587099313735962
1664788927.1379452,470001,35.811004638671875
1664788961.5274475,480001,-11.460440635681152
1664788991.286565,490001,-52.199012756347656
