Name,Step,Evaluation Average Return
"b=50000, lr=0.005",44,-34.46557236
"b=50000, lr=0.005",45,-24.14904785
"b=50000, lr=0.005",46,-16.1043644
"b=50000, lr=0.005",47,-18.14491844
"b=50000, lr=0.005",48,-33.37288666
"b=50000, lr=0.005",49,-22.81109619
"b=50000, lr=0.005",50,-41.70285416
"b=50000, lr=0.005",51,-40.63129807
"b=50000, lr=0.005",52,-26.55640602
"b=50000, lr=0.005",53,-39.77658463
"b=50000, lr=0.005",54,-7.12979269
"b=50000, lr=0.005",55,-20.64898109
"b=50000, lr=0.005",56,-19.73487663
"b=50000, lr=0.005",57,-28.75729179
"b=50000, lr=0.005",58,-27.19076347
"b=50000, lr=0.005",59,-29.31813049
"b=50000, lr=0.005",60,-9.657651901
"b=50000, lr=0.005",61,-12.14430618
"b=50000, lr=0.005",62,-13.54877472
"b=50000, lr=0.005",63,-33.72514725
"b=50000, lr=0.005",64,-17.75921822
"b=50000, lr=0.005",65,-18.96285248
"b=50000, lr=0.005",66,-21.68963623
"b=50000, lr=0.005",67,5.540243626
"b=50000, lr=0.005",68,-37.52942276
"b=50000, lr=0.005",69,2.658484936
"b=50000, lr=0.005",70,-5.298504353
"b=50000, lr=0.005",71,-10.07589245
"b=50000, lr=0.005",72,0.707269013
"b=50000, lr=0.005",73,-18.15611458
"b=50000, lr=0.005",74,-8.690133095
"b=50000, lr=0.005",75,-6.13066721
"b=50000, lr=0.005",76,2.402503967
"b=50000, lr=0.005",77,-16.38627815
"b=50000, lr=0.005",78,-1.010379195
"b=50000, lr=0.005",79,13.65275097
"b=50000, lr=0.005",80,7.013496876
"b=50000, lr=0.005",81,27.48896217
"b=50000, lr=0.005",82,-2.110413551
"b=50000, lr=0.005",83,7.693363667
"b=50000, lr=0.005",84,21.59126472
"b=50000, lr=0.005",85,30.57753754
"b=50000, lr=0.005",86,42.4007988
"b=50000, lr=0.005",87,19.64329529
"b=50000, lr=0.005",88,25.42636871
"b=50000, lr=0.005",89,26.29159546
"b=50000, lr=0.005",90,33.19859695
"b=50000, lr=0.005",91,38.27986908
"b=50000, lr=0.005",92,4.367272377
"b=50000, lr=0.005",93,12.36194706
"b=50000, lr=0.005",94,34.57382584
"b=50000, lr=0.005",95,29.17974854
"b=50000, lr=0.005",96,33.14186478
"b=50000, lr=0.005",97,32.53184891
"b=50000, lr=0.005",98,22.03315544
"b=50000, lr=0.005",99,45.6447258
"b=50000, lr=0.005",100,47.75458908
"b=50000, lr=0.01",1,-90.24906158
"b=50000, lr=0.01",2,-63.56466675
"b=50000, lr=0.01",3,-76.07540894
"b=50000, lr=0.01",4,-77.92501068
"b=50000, lr=0.01",5,-82.46399689
"b=50000, lr=0.01",6,-64.68727875
"b=50000, lr=0.01",7,-92.02377319
"b=50000, lr=0.01",8,-81.26950073
"b=50000, lr=0.01",9,-87.177742
"b=50000, lr=0.01",10,-35.08252335
"b=50000, lr=0.01",11,-29.09859657
"b=50000, lr=0.01",12,-53.00413895
"b=50000, lr=0.01",13,-26.32230949
"b=50000, lr=0.01",14,-59.38877487
"b=50000, lr=0.01",15,-40.15138626
"b=50000, lr=0.01",16,-52.0264473
"b=50000, lr=0.01",17,-44.64813614
"b=50000, lr=0.01",18,-62.66311646
"b=50000, lr=0.01",19,-25.17224693
"b=50000, lr=0.01",20,-54.07954788
"b=50000, lr=0.01",21,-42.42801285
"b=50000, lr=0.01",22,-42.4370079
"b=50000, lr=0.01",23,-61.41913986
"b=50000, lr=0.01",24,-51.23054504
"b=50000, lr=0.01",25,-43.56869507
"b=50000, lr=0.01",26,-35.58063126
"b=50000, lr=0.01",27,-57.90930176
"b=50000, lr=0.01",28,-38.62472534
"b=50000, lr=0.01",29,-24.11388588
"b=50000, lr=0.01",30,-26.81638145
"b=50000, lr=0.01",31,-29.43709755
"b=50000, lr=0.01",32,-51.74857712
"b=50000, lr=0.01",33,0.862164497
"b=50000, lr=0.01",34,-19.5408802
"b=50000, lr=0.01",35,-13.02193546
"b=50000, lr=0.01",36,-38.96366501
"b=50000, lr=0.01",37,-6.010991573
"b=50000, lr=0.01",38,-4.439063549
"b=50000, lr=0.01",39,-17.91540146
"b=50000, lr=0.01",40,3.935777664
"b=50000, lr=0.01",41,26.56706238
"b=50000, lr=0.01",42,-12.5727129
"b=50000, lr=0.01",43,-1.716563582
"b=50000, lr=0.01",44,26.84758949
"b=50000, lr=0.01",45,11.99028778
"b=50000, lr=0.01",46,13.96042156
"b=50000, lr=0.01",47,5.481703281
"b=50000, lr=0.01",48,28.21459389
"b=50000, lr=0.01",49,16.9881115
"b=50000, lr=0.01",50,27.28230858
"b=50000, lr=0.01",51,39.81297684
"b=50000, lr=0.01",52,2.714731932
"b=50000, lr=0.01",53,6.549930096
"b=50000, lr=0.01",54,29.7031498
"b=50000, lr=0.01",55,35.55659866
"b=50000, lr=0.01",56,40.69087982
"b=50000, lr=0.01",57,41.22357559
"b=50000, lr=0.01",58,60.26594925
"b=50000, lr=0.01",59,39.8599472
"b=50000, lr=0.01",60,70.31481934
"b=50000, lr=0.01",61,63.25873947
"b=50000, lr=0.01",62,70.47838593
"b=50000, lr=0.01",63,48.54257584
"b=50000, lr=0.01",64,73.13439941
"b=50000, lr=0.01",65,78.07761383
"b=50000, lr=0.01",66,67.28118896
"b=50000, lr=0.01",67,58.47822952
"b=50000, lr=0.01",68,59.75433731
"b=50000, lr=0.01",69,74.59648895
"b=50000, lr=0.01",70,96.9095459
"b=50000, lr=0.01",71,72.58560181
"b=50000, lr=0.01",72,88.23720551
"b=50000, lr=0.01",73,70.96996307
"b=50000, lr=0.01",74,74.93036652
"b=50000, lr=0.01",75,80.72766876
"b=50000, lr=0.01",76,93.19741821
"b=50000, lr=0.01",77,66.89365387
"b=50000, lr=0.01",78,83.53605652
"b=50000, lr=0.01",79,81.35996246
"b=50000, lr=0.01",80,103.1567688
"b=50000, lr=0.01",81,93.53610229
"b=50000, lr=0.01",82,100.526062
"b=50000, lr=0.01",83,77.78323364
"b=50000, lr=0.01",84,86.34375763
"b=50000, lr=0.01",85,112.1824112
"b=50000, lr=0.01",86,86.9642334
"b=50000, lr=0.01",87,103.4679642
"b=50000, lr=0.01",88,101.3590469
"b=50000, lr=0.01",89,100.9805984
"b=50000, lr=0.01",90,120.8992538
"b=50000, lr=0.01",91,116.0184097
"b=50000, lr=0.01",92,108.7726517
"b=50000, lr=0.01",93,104.0864334
"b=50000, lr=0.01",94,101.1996231
"b=50000, lr=0.01",95,116.4838333
"b=50000, lr=0.01",96,108.3086548
"b=50000, lr=0.01",97,123.8793259
"b=50000, lr=0.01",98,127.607811
"b=50000, lr=0.01",99,115.3976669
"b=50000, lr=0.01",100,121.9181519
"b=50000, lr=0.02",1,-87.47246552
"b=50000, lr=0.02",2,-89.27288055
"b=50000, lr=0.02",3,-91.90976715
"b=50000, lr=0.02",4,-60.54920959
"b=50000, lr=0.02",5,-63.48042679
"b=50000, lr=0.02",6,-67.20078278
"b=50000, lr=0.02",7,-43.34724045
"b=50000, lr=0.02",8,-65.20160675
"b=50000, lr=0.02",9,-66.93501282
"b=50000, lr=0.02",10,-47.67001343
"b=50000, lr=0.02",11,-24.48436737
"b=50000, lr=0.02",12,-38.13486099
"b=50000, lr=0.02",13,7.444477081
"b=50000, lr=0.02",14,-28.17474937
"b=50000, lr=0.02",15,-24.18404198
"b=50000, lr=0.02",16,-51.60930252
"b=50000, lr=0.02",17,-28.58527565
"b=50000, lr=0.02",18,-25.61964607
"b=50000, lr=0.02",19,-37.57876968
"b=50000, lr=0.02",20,-6.150222301
"b=50000, lr=0.02",21,-13.06192017
"b=50000, lr=0.02",22,8.898810387
"b=50000, lr=0.02",23,-21.12493706
"b=50000, lr=0.02",24,-23.16478539
"b=50000, lr=0.02",25,-6.600230694
"b=50000, lr=0.02",26,-4.845792294
"b=50000, lr=0.02",27,5.371900082
"b=50000, lr=0.02",28,-6.21853447
"b=50000, lr=0.02",29,12.36246014
"b=50000, lr=0.02",30,6.098543644
"b=50000, lr=0.02",31,9.455275536
"b=50000, lr=0.02",32,-2.275193453
"b=50000, lr=0.02",33,16.03165054
"b=50000, lr=0.02",34,39.17917252
"b=50000, lr=0.02",35,10.12291622
"b=50000, lr=0.02",36,30.73371696
"b=50000, lr=0.02",37,54.43945313
"b=50000, lr=0.02",38,40.87681198
"b=50000, lr=0.02",39,69.37043762
"b=50000, lr=0.02",40,42.51154709
"b=50000, lr=0.02",41,79.49449921
"b=50000, lr=0.02",42,73.05386353
"b=50000, lr=0.02",43,67.12976074
"b=50000, lr=0.02",44,82.26422119
"b=50000, lr=0.02",45,54.43731689
"b=50000, lr=0.02",46,84.14910889
"b=50000, lr=0.02",47,86.64586639
"b=50000, lr=0.02",48,74.64766693
"b=50000, lr=0.02",49,95.10199738
"b=50000, lr=0.02",50,110.3948975
"b=50000, lr=0.02",51,97.32413483
"b=50000, lr=0.02",52,118.1015244
"b=50000, lr=0.02",53,129.1161346
"b=50000, lr=0.02",54,120.9857407
"b=50000, lr=0.02",55,116.3781509
"b=50000, lr=0.02",56,105.2152786
"b=50000, lr=0.02",57,139.5544281
"b=50000, lr=0.02",58,127.6384583
"b=50000, lr=0.02",59,133.3357086
"b=50000, lr=0.02",60,132.0405121
"b=50000, lr=0.02",61,137.7960052
"b=50000, lr=0.02",62,109.3916397
"b=50000, lr=0.02",63,146.705246
"b=50000, lr=0.02",64,138.1258698
"b=50000, lr=0.02",65,141.0054779
"b=50000, lr=0.02",66,140.5543976
"b=50000, lr=0.02",67,134.819931
"b=50000, lr=0.02",68,127.3444443
"b=50000, lr=0.02",69,159.1679688
"b=50000, lr=0.02",70,121.349617
"b=50000, lr=0.02",71,138.3551483
"b=50000, lr=0.02",72,137.0932465
"b=50000, lr=0.02",73,138.0939789
"b=50000, lr=0.02",74,99.86804199
"b=50000, lr=0.02",75,134.8730927
"b=50000, lr=0.02",76,162.1034698
"b=50000, lr=0.02",77,133.6884613
"b=50000, lr=0.02",78,156.2859192
"b=50000, lr=0.02",79,142.3581085
"b=50000, lr=0.02",80,157.7291718
"b=50000, lr=0.02",81,166.1834869
"b=50000, lr=0.02",82,159.1986542
"b=50000, lr=0.02",83,171.9038544
"b=50000, lr=0.02",84,128.3256989
"b=50000, lr=0.02",85,150.9257965
"b=50000, lr=0.02",86,108.5480347
"b=50000, lr=0.02",87,150.039444
"b=50000, lr=0.02",88,153.8875275
"b=50000, lr=0.02",89,129.9781952
"b=50000, lr=0.02",90,181.2162323
"b=50000, lr=0.02",91,163.7339935
"b=50000, lr=0.02",92,159.8988037
"b=50000, lr=0.02",93,171.3025055
"b=50000, lr=0.02",94,134.0446625
"b=50000, lr=0.02",95,173.1466827
"b=50000, lr=0.02",96,184.7542267
"b=50000, lr=0.02",97,188.0886993
"b=50000, lr=0.02",98,153.4272156
"b=50000, lr=0.02",99,167.7123108
"b=50000, lr=0.02",100,140.1892853
