Wall time,Step,Value
1664787241.6484866,20001,-105.36774444580078
1664787276.6540084,30001,-19.642621994018555
1664787312.6207573,40001,14.9232759475708
1664787349.4496725,50001,14.9232759475708
1664787386.9406815,60001,14.9232759475708
1664787424.6682956,70001,14.9232759475708
1664787462.2931845,80001,14.9232759475708
1664787499.5080464,90001,33.33409881591797
1664787536.9749064,100001,48.982200622558594
1664787574.6416574,110001,52.72230529785156
1664787612.4329712,120001,56.640838623046875
1664787649.9394581,130001,58.0088005065918
1664787687.425641,140001,58.0088005065918
1664787725.105791,150001,58.571327209472656
1664787762.6262405,160001,61.484642028808594
1664787800.274107,170001,72.2590103149414
1664787837.999014,180001,84.46441650390625
1664787875.6836858,190001,84.46441650390625
1664787913.3060322,200001,84.46441650390625
1664787951.1374848,210001,84.46441650390625
1664787989.0429494,220001,84.46441650390625
1664788026.8681252,230001,84.46441650390625
1664788064.8282132,240001,84.46441650390625
1664788102.6233916,250001,84.46441650390625
1664788139.9705982,260001,84.46441650390625
1664788177.649922,270001,84.46441650390625
1664788215.3938696,280001,84.46441650390625
1664788252.858921,290001,84.46441650390625
1664788290.214934,300001,84.46441650390625
1664788327.4867892,310001,84.46441650390625
1664788364.9296634,320001,84.46441650390625
1664788402.4568415,330001,84.46441650390625
1664788440.4708824,340001,84.46441650390625
1664788478.0245433,350001,84.46441650390625
1664788515.72147,360001,84.46441650390625
1664788553.0782208,370001,84.46441650390625
1664788590.660939,380001,84.46441650390625
1664788628.0425034,390001,84.46441650390625
1664788665.3279676,400001,84.46441650390625
1664788702.6883473,410001,84.46441650390625
1664788740.368537,420001,84.46441650390625
1664788777.700819,430001,84.46441650390625
1664788815.2404373,440001,84.46441650390625
1664788852.5183158,450001,84.46441650390625
1664788889.8012972,460001,84.46441650390625
1664788927.1393874,470001,84.46441650390625
1664788961.5282474,480001,84.46441650390625
1664788991.2875671,490001,84.46441650390625
