Wall time,Step,Value
1664825111.0292366,50001,403.1000061035156
1664825766.2142332,150001,486.1000061035156
1664825831.9188545,160001,529.5
1664826029.7240407,190001,533.4000244140625
1664826551.3494515,270001,603.0
1664826617.2617078,280001,615.7999877929688
1664827464.310124,410001,758.7000122070312
1664827921.2742891,480001,829.4000244140625
1664827985.8152387,490001,780.7000122070312
1664828051.9188142,500001,856.7000122070312
1664828906.0862243,630001,1101.5999755859375
1664828971.588482,640001,1055.5
1664829233.8165722,680001,1182.5999755859375
1664829428.850321,710001,1164.5
1664829493.6908119,720001,1286.5999755859375
1664829886.0420156,780001,1341.300048828125
1664830212.9407458,830001,1344.0
1664830674.3129513,900001,1519.199951171875
1664831336.214389,1000001,1483.300048828125
1664831601.075824,1040001,1541.699951171875
1664831864.767998,1080001,1472.5
1664832781.7886302,1220001,1674.199951171875
1664833043.0140772,1260001,1482.800048828125
1664833109.1083374,1270001,1483.0999755859375
1664833240.171929,1290001,1630.699951171875
1664833372.3186002,1310001,1691.4000244140625
1664833767.0272775,1370001,1579.0999755859375
1664834289.306073,1450001,1503.0999755859375
1664834421.1886826,1470001,1592.4000244140625
1664834486.4043906,1480001,1549.5999755859375
1664834681.2150018,1510001,1571.0
1664835136.8616567,1580001,1659.9000244140625
1664835332.197568,1610001,1666.5999755859375
1664835460.6158605,1630001,1684.0999755859375
1664835590.2254717,1650001,1625.800048828125
1664836107.1928513,1730001,1619.4000244140625
1664836428.5158827,1780001,1597.9000244140625
1664836880.3918216,1850001,1604.4000244140625
1664837335.0261297,1920001,1640.9000244140625
1664837399.4467294,1930001,1510.5
1664838097.4586837,2040001,1712.699951171875
1664838222.838922,2060001,1675.9000244140625
1664838728.7785048,2140001,1680.5999755859375
1664839749.8846824,2300001,1612.699951171875
1664840709.9456654,2450001,1628.0999755859375
1664840774.2338803,2460001,1671.5999755859375
1664841606.3567445,2590001,1567.5999755859375
1664841670.7802565,2600001,1613.0
1664842444.8409793,2720001,1552.0
1664842642.0586596,2750001,1593.0999755859375
1664843161.4464877,2830001,1651.9000244140625
1664843354.2394574,2860001,1650.5
1664843547.303353,2890001,1622.300048828125
1664843676.904856,2910001,1621.5999755859375
1664844010.9720595,2960001,1588.9000244140625
1664844136.992102,2980001,1543.699951171875
1664844855.4589024,3090001,1648.5999755859375
1664845114.4805934,3130001,1650.0999755859375
1664845373.8830597,3170001,1501.4000244140625
1664845503.5220227,3190001,1635.300048828125
1664845568.7087555,3200001,1681.9000244140625
1664845762.4951594,3230001,1666.9000244140625
1664847253.2774088,3460001,1640.4000244140625
1664847318.0558467,3470001,1681.5
1664848099.2755291,3590001,1623.0999755859375
1664848461.2321196,3650001,1674.699951171875
1664848520.6267536,3660001,1658.4000244140625
1664848584.0726328,3670001,1652.9000244140625
1664849321.1004672,3790001,1801.199951171875
1664849811.1929471,3870001,1698.800048828125
1664850070.8754416,3910001,1706.699951171875
1664850208.7423491,3930001,1735.5
1664850540.2253473,3980001,1653.300048828125
1664850844.120753,4030001,1703.4000244140625
1664850964.0023458,4050001,1742.5999755859375
1664851643.286654,4160001,1636.699951171875
1664852011.9006622,4220001,1643.5
1664852072.3276274,4230001,1682.699951171875
1664852967.24067,4370001,1665.9000244140625
1664853031.798812,4380001,1676.5
1664853161.3589919,4400001,1680.0999755859375
1664853615.9552577,4470001,1684.800048828125
1664854003.9860446,4530001,1647.199951171875
1664854262.474492,4570001,1684.199951171875
1664854588.0015113,4620001,1646.0
1664854848.3158748,4660001,1626.0
1664855042.0056481,4690001,1654.300048828125
1664855171.936804,4710001,1641.199951171875
1664855431.3236454,4750001,1713.300048828125
1664855496.5295684,4760001,1709.0
1664855821.6323571,4810001,1776.800048828125
1664855885.697061,4820001,1718.0
1664856275.1313465,4880001,1586.9000244140625
1664857788.1077943,5110001,1669.0999755859375
1664857929.2086265,5130001,1722.9000244140625
1664857999.7183194,5140001,1762.300048828125
1664858068.530882,5150001,1737.0
1664858260.2216308,5180001,1741.5999755859375
1664858391.27508,5200001,1623.9000244140625
1664859300.2390058,5340001,1708.300048828125
1664859365.339846,5350001,1634.300048828125
1664859494.2447567,5370001,1549.9000244140625
1664859622.8224256,5390001,1644.9000244140625
1664859845.4062617,5410001,1609.4000244140625
1664860206.7844143,5450001,1566.0
1664860336.2374258,5470001,1593.300048828125
1664860592.332421,5510001,1666.5
1664860726.9416194,5530001,1633.300048828125
1664860998.36064,5570001,1678.5999755859375
1664861355.6422706,5630001,1711.300048828125
1664861475.8455243,5650001,1704.0999755859375
1664861735.2650683,5690001,1733.800048828125
1664862802.7682533,5850001,1615.4000244140625
1664863187.4447916,5910001,1614.699951171875
1664863444.520751,5950001,1678.0
1664863572.5262752,5970001,1684.4000244140625
1664864676.5339785,6140001,1605.5999755859375
1664864747.6455562,6150001,1711.9000244140625
1664865277.4011762,6230001,1647.199951171875
1664865343.4712508,6240001,1570.300048828125
1664865674.7297218,6290001,1682.9000244140625
1664865739.231849,6300001,1785.0999755859375
1664866254.8199596,6380001,1759.5
1664866643.6347668,6440001,1838.5
1664866707.7487497,6450001,1819.5999755859375
1664867031.704293,6500001,1687.5999755859375
1664867612.6283586,6590001,1700.699951171875
